ServerSubCategory,FriendlyName,modernisation_candidate,modernisation_treatment,default_flag,modernisation_strategy,modernisation_complexity,applicable_treatment,complexity_score,migration_goal_category,combo_flag,light_modernisation_id,modernisation_focused_id,key_benefits,modernisation_candidate_description,modernisation_candidate_logo
Apache Tomcat 8,Apache Tomcat 8,IaaS,Apache Tomcat 8-to-IaaS,0,IaaS,Easy,Replatform/Refactor,0,,0,,,,,
Apache Tomcat 8,Apache Tomcat 8,Azure Container Apps,Apache Tomcat 8-to-Azure Container Apps,0,PaaS,Medium,Replace,3,,,,,Azure Container Apps is a serverless platform that allows you to maintain less infrastructure and save costs while running containerized applications.,Serverless container service for running microservices and background tasks without managing infrastructure.,https://drmigrate.blob.core.windows.net/drmimages/Azure.png
Apache Tomcat 8.5,Apache Tomcat 8.5,Azure App Service,Apache Tomcat 8.5-to-Azure App Service,1,PaaS,Medium,Replatform/Refactor,2,web_approach,0,304,,Fully managed service with built-in Tomcat support.,"Managed platform for hosting web apps, REST APIs and mobile backends in Azure.",https://drmigrate.blob.core.windows.net/drmimages/Azure.png
Apache Tomcat 8.5,Apache Tomcat 8.5,Azure Kubernetes Service,Apache Tomcat 8.5-to-Azure Kubernetes Service,0,PaaS,Hard,Replatform/Refactor,3,web_approach,0,,305,A fully managed Kubernetes service that simplifies cluster management and reduces operational overhead.,"Managed Kubernetes service for deploying, scaling and managing containerized applications.",https://drmigrate.blob.core.windows.net/drmimages/Azure.png
Apache Tomcat 8.5,Apache Tomcat 8.5,Azure Container Instances,Apache Tomcat 8.5-to-Azure Container Instances,0,PaaS,Hard,Replatform/Refactor,3,,0,,,Serverless container deployment with minimal configuration and overhead.,Run containers in the cloud without managing servers or clusters.,https://drmigrate.blob.core.windows.net/drmimages/Azure.png
Apache Tomcat 8.5,Apache Tomcat 8.5,Eliminate,Eliminate Apache Tomcat 8.5,0,Eliminate,Easy,Replatform/Refactor,0,,0,,,,,
Apache Tomcat 8.5,Apache Tomcat 8.5,IaaS,Apache Tomcat 8.5-to-IaaS,0,IaaS,Easy,Replatform/Refactor,0,,0,,,,,
Apache Tomcat 8.5,Apache Tomcat 8.5,Azure Container Apps,Apache Tomcat 8.5-to-Azure Container Apps,0,PaaS,Medium,Replace,3,,,,,Azure Container Apps is a serverless platform that allows you to maintain less infrastructure and save costs while running containerized applications.,Serverless container service for running microservices and background tasks without managing infrastructure.,https://drmigrate.blob.core.windows.net/drmimages/Azure.png
Apache Tomcat 9,Apache Tomcat 9,Azure App Service,Apache Tomcat 9-to-Azure App Service,1,PaaS,Medium,Replatform/Refactor,2,web_approach,0,304,,Fully managed service with built-in Tomcat support.,"Managed platform for hosting web apps, REST APIs and mobile backends in Azure.",https://drmigrate.blob.core.windows.net/drmimages/Azure.png
Apache Tomcat 9,Apache Tomcat 9,Azure Kubernetes Service,Apache Tomcat 9-to-Azure Kubernetes Service,0,PaaS,Hard,Replatform/Refactor,3,web_approach,0,,305,A fully managed Kubernetes service that simplifies cluster management and reduces operational overhead.,"Managed Kubernetes service for deploying, scaling and managing containerized applications.",https://drmigrate.blob.core.windows.net/drmimages/Azure.png
Apache Tomcat 9,Apache Tomcat 9,Azure Container Instances,Apache Tomcat 9-to-Azure Container Instances,0,PaaS,Hard,Replatform/Refactor,3,,0,,,Serverless container deployment with minimal configuration and overhead.,Run containers in the cloud without managing servers or clusters.,https://drmigrate.blob.core.windows.net/drmimages/Azure.png
Apache Tomcat 9,Apache Tomcat 9,Eliminate,Eliminate Apache Tomcat 9,0,Eliminate,Easy,Replatform/Refactor,0,,0,,,,,
Apache Tomcat 9,Apache Tomcat 9,IaaS,Apache Tomcat 9-to-IaaS,0,IaaS,Easy,Replatform/Refactor,0,,0,,,,,
Apache Tomcat 9,Apache Tomcat 9,Azure Container Apps,Apache Tomcat 9-to-Azure Container Apps,0,PaaS,Medium,Replace,3,,,,,Azure Container Apps is a serverless platform that allows you to maintain less infrastructure and save costs while running containerized applications.,Serverless container service for running microservices and background tasks without managing infrastructure.,https://drmigrate.blob.core.windows.net/drmimages/Azure.png
Apache Web Server,Apache Web Server,Azure App Service,Apache Web Server-to-Azure App Service,1,PaaS,Easy,Replatform/Refactor,2,web_approach,1,304,305,Fully managed web hosting and traffic management with CDN and global load balancing.,"Managed platform for hosting web apps, REST APIs and mobile backends in Azure.",https://drmigrate.blob.core.windows.net/drmimages/Azure.png
Apache Web Server,Apache Web Server,Azure Front Door,Apache Web Server-to-Azure Front Door,0,PaaS,Easy,Replatform/Refactor,2,,1,,,Fully managed web hosting and traffic management with CDN and global load balancing.,"Global scalable entry point providing high availability, performance acceleration and security for applications.",https://drmigrate.blob.core.windows.net/drmimages/Azure.png
ASP.NET,ASP,Azure App Service,ASP-to-Azure App Service,1,PaaS,Medium,Replatform/Refactor,2,web_approach,0,304,,"Fully managed service for ASP.NET apps with autoscaling, monitoring, and integration with Azure.","Managed platform for hosting web apps, REST APIs and mobile backends in Azure.",https://drmigrate.blob.core.windows.net/drmimages/Azure.png
ASP.NET,ASP,Azure Kubernetes Service,ASP-to-Azure Kubernetes Service,0,PaaS,Hard,Replatform/Refactor,3,web_approach,0,,305,Deploy containerized ASP.NET applications with more control over orchestration and scaling.,"Managed Kubernetes service for deploying, scaling and managing containerized applications.",https://drmigrate.blob.core.windows.net/drmimages/Azure.png
ASP.NET,ASP,Azure Container Instances,ASP-to-Azure Container Instances,0,PaaS,Hard,Replatform/Refactor,3,,0,,,Serverless container deployment with minimal configuration and overhead.,Run containers in the cloud without managing servers or clusters.,https://drmigrate.blob.core.windows.net/drmimages/Azure.png
ASP.NET,ASP,Eliminate,Eliminate ASP,0,Eliminate,Easy,Replatform/Refactor,0,,0,,,,,
ASP.NET,ASP,IaaS,ASP-to-IaaS,0,IaaS,Easy,Replatform/Refactor,0,,0,,,,,
ASP.NET,ASP,Azure Container Apps,ASP-to-Azure Container Apps,0,PaaS,Medium,Replace,3,,,,,Azure Container Apps is a serverless platform that allows you to maintain less infrastructure and save costs while running containerized applications.,Serverless container service for running microservices and background tasks without managing infrastructure.,https://drmigrate.blob.core.windows.net/drmimages/Azure.png
BeyondTrust,BeyondTrust,Azure Privileged Identity Management,BeyondTrust-to-Azure Privileged Identity Management,1,PaaS,Medium,Replace,3,security_importance,0,300,301,Cloud-native privileged access management for secure identity and access governance.,"Manage, control and monitor privileged access in Microsoft Entra ID with just‑in‑time workflows.",https://drmigrate.blob.core.windows.net/drmimages/Azure.png
BIG-IP,BIG-IP,Azure Application Gateway,BIG-IP-to-Azure Application Gateway,1,PaaS,Medium,Replace,3,security_importance,1,300,301,"Managed load balancing, global traffic routing, and DDoS protection in Azure.","Web application firewall and load balancer providing layer‑7 traffic routing, SSL termination and security features.",https://drmigrate.blob.core.windows.net/drmimages/Azure.png
BIG-IP,BIG-IP,Azure Front Door,BIG-IP-to-Azure Front Door,0,PaaS,Medium,Replace,3,,1,,,"Managed load balancing, global traffic routing, and DDoS protection in Azure.","Global scalable entry point providing high availability, performance acceleration and security for applications.",https://drmigrate.blob.core.windows.net/drmimages/Azure.png
BizTalk,BizTalk,Azure Logic Apps,BizTalk-to-Azure Logic Apps,1,PaaS,Medium,Replatform/Refactor,3,web_approach,0,304,,"Low-code, serverless integration platform; requires re-architecting workflows.",Cloud service for building automated workflows and integrations using connectors without writing code.,https://drmigrate.blob.core.windows.net/drmimages/Azure.png
BizTalk,BizTalk,Azure Integration Services,BizTalk-to-Azure Integration Services,1,PaaS,Medium,Replace,3,web_approach,0,,305,Comprehensive suite for enterprise-grade integrations.,"Collection of services (API Management, Logic Apps, Service Bus, Event Grid) to connect applications and data.",https://drmigrate.blob.core.windows.net/drmimages/Azure.png
BizTalk,BizTalk,Azure Service Bus,BizTalk-to-Azure Service Bus,0,PaaS,Easy,Replatform/Refactor,2,,0,,,Managed messaging service ideal for enterprise-level integration and workflow automation.,Fully managed enterprise message broker with queues and topics for decoupling applications.,https://drmigrate.blob.core.windows.net/drmimages/Azure.png
Cassandra,Cassandra,Azure Cosmos DB,Cassandra-to-Azure Cosmos DB,1,PaaS,Easy,Replatform/Refactor,2,database_interest,0,292,293,"Managed Cassandra database, compatible API, and scalability with global distribution.","Globally distributed, multi‑model database service offering consistency, reliability and speed.",https://drmigrate.blob.core.windows.net/drmimages/Azure.png
Cassandra 0.6,Cassandra 0.6,Azure Cosmos DB,Cassandra 0.6-to-Azure Cosmos DB,1,PaaS,Easy,Replatform/Refactor,2,database_interest,0,292,293,"Managed Cassandra database, compatible API, and scalability with global distribution.","Globally distributed, multi‑model database service offering consistency, reliability and speed.",https://drmigrate.blob.core.windows.net/drmimages/Azure.png
Cassandra 0.7,Cassandra 0.7,Azure Cosmos DB,Cassandra 0.7-to-Azure Cosmos DB,1,PaaS,Easy,Replatform/Refactor,2,database_interest,0,292,293,"Managed Cassandra database, compatible API, and scalability with global distribution.","Globally distributed, multi‑model database service offering consistency, reliability and speed.",https://drmigrate.blob.core.windows.net/drmimages/Azure.png
Cassandra 0.8,Cassandra 0.8,Azure Cosmos DB,Cassandra 0.8-to-Azure Cosmos DB,1,PaaS,Easy,Replatform/Refactor,2,database_interest,0,292,293,"Managed Cassandra database, compatible API, and scalability with global distribution.","Globally distributed, multi‑model database service offering consistency, reliability and speed.",https://drmigrate.blob.core.windows.net/drmimages/Azure.png
Cassandra 1.1,Cassandra 1.1,Azure Cosmos DB,Cassandra 1.1-to-Azure Cosmos DB,1,PaaS,Easy,Replatform/Refactor,2,database_interest,0,292,293,"Managed Cassandra database, compatible API, and scalability with global distribution.","Globally distributed, multi‑model database service offering consistency, reliability and speed.",https://drmigrate.blob.core.windows.net/drmimages/Azure.png
Cassandra 1.2,Cassandra 1.2,Azure Cosmos DB,Cassandra 1.2-to-Azure Cosmos DB,1,PaaS,Easy,Replatform/Refactor,2,database_interest,0,292,293,"Managed Cassandra database, compatible API, and scalability with global distribution.","Globally distributed, multi‑model database service offering consistency, reliability and speed.",https://drmigrate.blob.core.windows.net/drmimages/Azure.png
Cassandra 2.0,Cassandra 2.0,Azure Cosmos DB,Cassandra 2.0-to-Azure Cosmos DB,1,PaaS,Easy,Replatform/Refactor,2,database_interest,0,292,293,"Managed Cassandra database, compatible API, and scalability with global distribution.","Globally distributed, multi‑model database service offering consistency, reliability and speed.",https://drmigrate.blob.core.windows.net/drmimages/Azure.png
Cassandra 2.1,Cassandra 2.1,Azure Cosmos DB,Cassandra 2.1-to-Azure Cosmos DB,1,PaaS,Easy,Replatform/Refactor,2,database_interest,0,292,293,"Managed Cassandra database, compatible API, and scalability with global distribution.","Globally distributed, multi‑model database service offering consistency, reliability and speed.",https://drmigrate.blob.core.windows.net/drmimages/Azure.png
Cassandra 2.2,Cassandra 2.2,Azure Cosmos DB,Cassandra 2.2-to-Azure Cosmos DB,1,PaaS,Easy,Replatform/Refactor,2,database_interest,0,292,293,"Managed Cassandra database, compatible API, and scalability with global distribution.","Globally distributed, multi‑model database service offering consistency, reliability and speed.",https://drmigrate.blob.core.windows.net/drmimages/Azure.png
Cassandra 3.0,Cassandra 3.0,Azure Cosmos DB,Cassandra 3.0-to-Azure Cosmos DB,1,PaaS,Easy,Replatform/Refactor,2,database_interest,0,292,293,"Managed Cassandra database, compatible API, and scalability with global distribution.","Globally distributed, multi‑model database service offering consistency, reliability and speed.",https://drmigrate.blob.core.windows.net/drmimages/Azure.png
Cassandra 3.11,Cassandra 3.11,Azure Cosmos DB,Cassandra 3.11-to-Azure Cosmos DB,1,PaaS,Easy,Replatform/Refactor,2,database_interest,0,292,293,"Managed Cassandra database, compatible API, and scalability with global distribution.","Globally distributed, multi‑model database service offering consistency, reliability and speed.",https://drmigrate.blob.core.windows.net/drmimages/Azure.png
Cassandra 4.1,Cassandra 4.1,Azure Cosmos DB,Cassandra 4.1-to-Azure Cosmos DB,1,PaaS,Easy,Replatform/Refactor,2,database_interest,0,292,293,"Managed Cassandra database, compatible API, and scalability with global distribution.","Globally distributed, multi‑model database service offering consistency, reliability and speed.",https://drmigrate.blob.core.windows.net/drmimages/Azure.png
Cassandra 5.0,Cassandra 5.0,Azure Cosmos DB,Cassandra 5.0-to-Azure Cosmos DB,1,PaaS,Easy,Replatform/Refactor,2,database_interest,0,292,293,"Managed Cassandra database, compatible API, and scalability with global distribution.","Globally distributed, multi‑model database service offering consistency, reliability and speed.",https://drmigrate.blob.core.windows.net/drmimages/Azure.png
Chef,Chef,Azure Desired State Configuration,Chef-to-Azure Desired State Configuration,1,PaaS,Medium,Replace,3,it_tool_interest,0,288,289,"This service enables scalability across thousands of machines quickly and easily from a central, secure location.",Configuration management service ensuring servers remain in a specified state using PowerShell DSC.,https://drmigrate.blob.core.windows.net/drmimages/Azure.png
Chef,Chef,Azure Automation,Chef-to-Azure Automation,0,PaaS,Medium,Replace,3,,0,,,Automates configuration and system management tasks across Azure environments.,"Process automation and configuration management service for orchestrating tasks, updates and state management.",https://drmigrate.blob.core.windows.net/drmimages/Azure.png
Chef,Chef,Azure DevOps,Chef-to-Azure DevOps,0,PaaS,Medium,Replace,3,,0,,,CI/CD integration with configuration management through pipelines and repositories.,"Cloud DevOps toolchain for planning, development, CI/CD and collaboration.",https://drmigrate.blob.core.windows.net/drmimages/Azure.png
Datadog,Datadog,Azure Monitor,Datadog-to-Azure Monitor,1,PaaS,Medium,Replace,3,it_tool_interest,1,288,289,Full-stack cloud monitoring and performance analytics for applications and infrastructure.,Comprehensive monitoring platform for collecting and analyzing telemetry from cloud and on‑premises resources.,https://drmigrate.blob.core.windows.net/drmimages/Azure.png
Datadog,Datadog,Azure Application Insights,Datadog-to-Azure Application Insights,0,PaaS,Medium,Replace,3,,1,,,Full-stack cloud monitoring and performance analytics for applications and infrastructure.,Monitoring and diagnostics service for applications that collects telemetry to detect and diagnose issues.,https://drmigrate.blob.core.windows.net/drmimages/Azure.png
DB Browser for SQLite,DB Browser for SQLite,Azure Database for PostgreSQL,SQLite-to-Azure Database for PostgreSQL,1,PaaS,Medium,Replatform/Refactor,2,database_interest,0,292,293,"Fully managed PostgreSQL service with advanced scaling, high availability, and security.","Managed PostgreSQL database service with built‑in high availability, scaling and security.",https://drmigrate.blob.core.windows.net/drmimages/Azure.png
SQL Security,DbDefence,Microsoft Defender for SQL,DbDefence-to-Microsoft Defender for SQL,1,PaaS,Medium,Replace,3,security_importance,0,300,301,Discover and mitigate potential database vulnerabilities.,Threat protection for SQL databases on Azure and hybrid servers with vulnerability assessments.,https://drmigrate.blob.core.windows.net/drmimages/Microsoft-defender.png
Docker,Docker,Azure Container Registry,Docker-to-Azure Container Registry,1,PaaS,Medium,Replatform/Refactor,3,web_approach,0,304,,"Enables fast, scalable retrieval of container workloads.",Private registry for storing and managing Docker container images.,https://drmigrate.blob.core.windows.net/drmimages/Azure.png
Docker,Docker,Azure Kubernetes Service,Docker-to-Azure Kubernetes Service,0,PaaS,Easy,Replatform/Refactor,2,web_approach,0,,305,Full orchestration of containers; integrates with Azure DevOps and security features.,"Managed Kubernetes service for deploying, scaling and managing containerized applications.",https://drmigrate.blob.core.windows.net/drmimages/Azure.png
Docker,Docker,Azure Container Instances,Docker-to-Azure Container Instances,0,PaaS,Easy,Replatform/Refactor,1,,0,,,Serverless container deployment with minimal configuration and overhead.,Run containers in the cloud without managing servers or clusters.,https://drmigrate.blob.core.windows.net/drmimages/Azure.png
Dynamics,Dynamics,Dynamics 365 on Azure,Dynamics-to-Dynamics 365 on Azure,1,PaaS,Easy,Replace,1,it_tool_interest,0,288,289,Fully managed CRM/ERP solution on Azure with AI-driven insights and cloud-native features.,Deployment of Dynamics 365 applications on Azure infrastructure for scalability and integration.,https://drmigrate.blob.core.windows.net/drmimages/Azure.png
Dynamics,Dynamics,Dynamics 365,Dynamics-to-Dynamics 365,0,PaaS,Medium,Replace,0,,0,,,Managed CRM platform with integration and automation capabilities.,Suite of intelligent business applications covering CRM and ERP functions.,https://drmigrate.blob.core.windows.net/drmimages/dynamics365.png
Dynatrace,Dynatrace,Application Insights,Dynatrace-to-Application Insights,1,PaaS,Medium,Replace,3,it_tool_interest,0,288,289,Comprehensive application and infrastructure monitoring.,Application performance monitoring that collects telemetry to detect and diagnose issues in your applications.,https://drmigrate.blob.core.windows.net/drmimages/Azure.png
Dynatrace,Dynatrace,Azure Monitor,Dynatrace-to-Azure Monitor,0,PaaS,Medium,Replace,3,,0,,,Unified monitoring and logging for infrastructure and applications.,Comprehensive monitoring platform for collecting and analyzing telemetry from cloud and on‑premises resources.,https://drmigrate.blob.core.windows.net/drmimages/Azure.png
Elasticsearch,Elasticsearch,Elastic on Azure,Elasticsearch-to-Elastic on Azure,1,PaaS,Medium,Replatform/Refactor,3,database_interest,0,292,293,,"Managed Elastic Stack solution for running Elasticsearch, Logstash and Kibana in Azure.",https://drmigrate.blob.core.windows.net/drmimages/Azure.png
Elasticsearch,Elasticsearch,Azure Cognitive Search,Elasticsearch-to-Azure Cognitive Search,0,PaaS,Medium,Replatform/Refactor,3,,0,,,Fully managed search service with AI-driven content indexing and querying capabilities.,"Cloud search service with built‑in AI to ingest, enrich, index and query content.",https://drmigrate.blob.core.windows.net/drmimages/Azure.png
Grafana,Grafana,Azure Monitor,Grafana-to-Azure Monitor,1,PaaS,Easy,Replace,2,it_tool_interest,1,288,289,Centralized cloud monitoring with rich data visualization tools.,Comprehensive monitoring platform for collecting and analyzing telemetry from cloud and on‑premises resources.,https://drmigrate.blob.core.windows.net/drmimages/Azure.png
Grafana,Grafana,Azure Dashboard,Grafana-to-Azure Dashboard,0,PaaS,Easy,Replace,2,,1,,,Centralized cloud monitoring with rich data visualization tools.,Customizable web‑based dashboard for visualizing and monitoring Azure resources.,https://drmigrate.blob.core.windows.net/drmimages/Azure.png
Hadoop,Hadoop,Azure Databricks,Hadoop-to-Azure Databricks,1,PaaS,Medium,Replatform/Refactor,2,database_interest,0,292,293,Collaborative analytics platform optimized for big data and AI use cases.,Apache Spark‑based analytics platform optimized for Azure with collaboration and integration.,https://drmigrate.blob.core.windows.net/drmimages/Azure.png
Hadoop,Hadoop,Azure HDInsight,Hadoop-to-Azure HDInsight,0,PaaS,Medium,Replatform/Refactor,3,,0,,,"Fully managed Hadoop service with built-in integration for Spark, Hive, and more.","Managed, open‑source analytics service for big data workloads using Hadoop, Spark, Kafka and more.",https://drmigrate.blob.core.windows.net/drmimages/Azure.png
Hadoop,Hadoop,Azure Synapse Analytics,Hadoop-to-Azure Synapse Analytics,0,PaaS,Medium,Replatform/Refactor,3,,0,,,Unified analytics platform that integrates big data with data warehousing for streamlined operations.,Unified analytics service that brings together big data and data warehousing.,https://drmigrate.blob.core.windows.net/drmimages/Azure.png
IBM WebSphere MQ,IBM WebSphere MQ,Azure Service Bus,IBM WebSphere MQ-to-Azure Service Bus,1,PaaS,Medium,Replace,3,web_approach,0,304,305,"Enterprise-grade messaging system, managed and scalable.",Fully managed enterprise message broker with queues and topics for decoupling applications.,https://drmigrate.blob.core.windows.net/drmimages/Azure.png
Idera SQL Compliance Manager,Idera SQL Compliance Manager,Azure SQL Auditing,Idera SQL Compliance Manager-to-Azure SQL Auditing,1,PaaS,Medium,Replace,3,security_importance,0,300,301,Azure SQL PaaS - Fully managed SQL service with built-in scalability and high availability.,Capture and audit database events to track database activities and compliance.,https://drmigrate.blob.core.windows.net/drmimages/Azure.png
Idera SQL Compliance Manager,Idera SQL Compliance Manager,Microsoft Defender for SQL,Idera SQL Compliance Manager-to-Microsoft Defender for SQL,0,PaaS,Medium,Replace,3,,0,,,Discover and mitigate potential database vulnerabilities.,Threat protection for SQL databases on Azure and hybrid servers with vulnerability assessments.,https://drmigrate.blob.core.windows.net/drmimages/Microsoft-defender.png
Idera SQL Diagnostic Manager,Idera SQL Diagnostic Manager,Azure Monitor,Idera SQL Diagnostic Manager-to-Azure Monitor,1,PaaS,Medium,Replace,3,it_tool_interest,1,288,289,SQL health and performance monitoring with advanced analytics and alerting.,Comprehensive monitoring platform for collecting and analyzing telemetry from cloud and on‑premises resources.,https://drmigrate.blob.core.windows.net/drmimages/Azure.png
Idera SQL Diagnostic Manager,Idera SQL Diagnostic Manager,Azure SQL Analytics,Idera SQL Diagnostic Manager-to-Azure SQL Analytics,0,PaaS,Medium,Replace,3,,1,,,SQL health and performance monitoring with advanced analytics and alerting.,Monitoring solution for Azure SQL that analyzes performance and resource utilization.,https://drmigrate.blob.core.windows.net/drmimages/Azure.png
Idera SQL Secure,Idera SQL Secure,Azure SQL Security,Idera SQL Secure-to-Azure SQL Security,1,PaaS,Medium,Replace,3,security_importance,0,300,301,Azure SQL PaaS - Fully managed SQL service with built-in scalability and high availability.,"Comprehensive security features to protect Azure SQL databases including encryption, auditing and threat detection.",https://drmigrate.blob.core.windows.net/drmimages/Azure.png
Idera SQL Secure,Idera SQL Secure,Microsoft Defender for SQL,Idera SQL Secure-to-Microsoft Defender for SQL,0,PaaS,Medium,Replace,3,,0,,,Discover and mitigate potential database vulnerabilities.,Threat protection for SQL databases on Azure and hybrid servers with vulnerability assessments.,https://drmigrate.blob.core.windows.net/drmimages/Microsoft-defender.png
Idera SQLsafe Backup,Idera SQLsafe Backup,Azure Backup,Idera SQLsafe Backup-to-Azure Backup,1,PaaS,Medium,Replace,2,it_tool_interest,0,288,289,"Cloud-native SQL backup solutions with built-in security, scalability, and compliance.","Backup‑as‑a‑service offering for protecting data in Azure VMs, on‑premises servers and Azure file shares.",https://drmigrate.blob.core.windows.net/drmimages/Azure.png
IIS Express,IIS,Azure App Service,IIS-to-Azure App Service,1,PaaS,Medium,Replatform/Refactor,2,web_approach,0,304,,"Managed Windows-based PaaS with IIS capabilities, automatic scaling, and patching.","Managed platform for hosting web apps, REST APIs and mobile backends in Azure.",https://drmigrate.blob.core.windows.net/drmimages/Azure.png
IIS Express,IIS,Azure Kubernetes Service,IIS-to-Azure Kubernetes Service,0,PaaS,Hard,Replatform/Refactor,3,web_approach,0,,305,A fully managed Kubernetes service that simplifies cluster management and reduces operational overhead.,"Managed Kubernetes service for deploying, scaling and managing containerized applications.",https://drmigrate.blob.core.windows.net/drmimages/Azure.png
IIS Express,IIS,Azure Container Instances,IIS-to-Azure Container Instances,0,PaaS,Hard,Replatform/Refactor,3,,0,,,Serverless container deployment with minimal configuration and overhead.,Run containers in the cloud without managing servers or clusters.,https://drmigrate.blob.core.windows.net/drmimages/Azure.png
IIS Express,IIS,Eliminate,Eliminate IIS,0,Eliminate,Easy,Replatform/Refactor,0,,0,,,,,
IIS Express,IIS,IaaS,IIS-to-IaaS,0,IaaS,Easy,Replatform/Refactor,0,,0,,,,,
IIS Express,IIS,Azure Container Apps,IIS-to-Azure Container Apps,0,PaaS,Medium,Replace,3,,,,,Azure Container Apps is a serverless platform that allows you to maintain less infrastructure and save costs while running containerized applications.,Serverless container service for running microservices and background tasks without managing infrastructure.,https://drmigrate.blob.core.windows.net/drmimages/Azure.png
IIS Express,IIS 1.0,Azure App Service,IIS 1.0-to-Azure App Service,1,PaaS,Medium,Replatform/Refactor,2,web_approach,0,304,,"Managed Windows-based PaaS with IIS capabilities, automatic scaling, and patching.","Managed platform for hosting web apps, REST APIs and mobile backends in Azure.",https://drmigrate.blob.core.windows.net/drmimages/Azure.png
IIS Express,IIS 1.0,Azure Kubernetes Service,IIS 1.0-to-Azure Kubernetes Service,0,PaaS,Hard,Replatform/Refactor,3,web_approach,0,,305,A fully managed Kubernetes service that simplifies cluster management and reduces operational overhead.,"Managed Kubernetes service for deploying, scaling and managing containerized applications.",https://drmigrate.blob.core.windows.net/drmimages/Azure.png
IIS Express,IIS 1.0,Azure Container Instances,IIS 1.0-to-Azure Container Instances,0,PaaS,Hard,Replatform/Refactor,3,,0,,,Serverless container deployment with minimal configuration and overhead.,Run containers in the cloud without managing servers or clusters.,https://drmigrate.blob.core.windows.net/drmimages/Azure.png
IIS Express,IIS 1.0,Eliminate,Eliminate IIS 1.0,0,Eliminate,Easy,Replatform/Refactor,0,,0,,,,,
IIS Express,IIS 1.0,IaaS,IIS 1.0-to-IaaS,0,IaaS,Easy,Replatform/Refactor,0,,0,,,,,
IIS Express,IIS 1.0,Azure Container Apps,IIS 1.0-to-Azure Container Apps,0,PaaS,Medium,Replace,3,,,,,Azure Container Apps is a serverless platform that allows you to maintain less infrastructure and save costs while running containerized applications.,Serverless container service for running microservices and background tasks without managing infrastructure.,https://drmigrate.blob.core.windows.net/drmimages/Azure.png
IIS Express,IIS 10.0,Azure App Service,IIS 10.0-to-Azure App Service,1,PaaS,Medium,Replatform/Refactor,2,web_approach,0,304,,"Managed Windows-based PaaS with IIS capabilities, automatic scaling, and patching.","Managed platform for hosting web apps, REST APIs and mobile backends in Azure.",https://drmigrate.blob.core.windows.net/drmimages/Azure.png
IIS Express,IIS 10.0,Azure Kubernetes Service,IIS 10.0-to-Azure Kubernetes Service,0,PaaS,Hard,Replatform/Refactor,3,web_approach,0,,305,A fully managed Kubernetes service that simplifies cluster management and reduces operational overhead.,"Managed Kubernetes service for deploying, scaling and managing containerized applications.",https://drmigrate.blob.core.windows.net/drmimages/Azure.png
IIS Express,IIS 10.0,Azure Container Instances,IIS 10.0-to-Azure Container Instances,0,PaaS,Hard,Replatform/Refactor,3,,0,,,Serverless container deployment with minimal configuration and overhead.,Run containers in the cloud without managing servers or clusters.,https://drmigrate.blob.core.windows.net/drmimages/Azure.png
IIS Express,IIS 10.0,Eliminate,Eliminate IIS 10.0,0,Eliminate,Easy,Replatform/Refactor,0,,0,,,,,
IIS Express,IIS 10.0,IaaS,IIS 10.0-to-IaaS,0,IaaS,Easy,Replatform/Refactor,0,,0,,,,,
IIS Express,IIS 10.0,Azure Container Apps,IIS 10.0-to-Azure Container Apps,0,PaaS,Medium,Replace,3,,,,,Azure Container Apps is a serverless platform that allows you to maintain less infrastructure and save costs while running containerized applications.,Serverless container service for running microservices and background tasks without managing infrastructure.,https://drmigrate.blob.core.windows.net/drmimages/Azure.png
IIS Express,IIS 2.0,Azure App Service,IIS 2.0-to-Azure App Service,1,PaaS,Medium,Replatform/Refactor,2,web_approach,0,304,,"Managed Windows-based PaaS with IIS capabilities, automatic scaling, and patching.","Managed platform for hosting web apps, REST APIs and mobile backends in Azure.",https://drmigrate.blob.core.windows.net/drmimages/Azure.png
IIS Express,IIS 2.0,Azure Kubernetes Service,IIS 2.0-to-Azure Kubernetes Service,0,PaaS,Hard,Replatform/Refactor,3,web_approach,0,,305,A fully managed Kubernetes service that simplifies cluster management and reduces operational overhead.,"Managed Kubernetes service for deploying, scaling and managing containerized applications.",https://drmigrate.blob.core.windows.net/drmimages/Azure.png
IIS Express,IIS 2.0,Azure Container Instances,IIS 2.0-to-Azure Container Instances,0,PaaS,Hard,Replatform/Refactor,3,,0,,,Serverless container deployment with minimal configuration and overhead.,Run containers in the cloud without managing servers or clusters.,https://drmigrate.blob.core.windows.net/drmimages/Azure.png
IIS Express,IIS 2.0,Eliminate,Eliminate IIS 2.0,0,Eliminate,Easy,Replatform/Refactor,0,,0,,,,,
IIS Express,IIS 2.0,IaaS,IIS 2.0-to-IaaS,0,IaaS,Easy,Replatform/Refactor,0,,0,,,,,
IIS Express,IIS 2.0,Azure Container Apps,IIS 2.0-to-Azure Container Apps,0,PaaS,Medium,Replace,3,,,,,Azure Container Apps is a serverless platform that allows you to maintain less infrastructure and save costs while running containerized applications.,Serverless container service for running microservices and background tasks without managing infrastructure.,https://drmigrate.blob.core.windows.net/drmimages/Azure.png
IIS Express,IIS 3.0,Azure App Service,IIS 3.0-to-Azure App Service,1,PaaS,Medium,Replatform/Refactor,2,web_approach,0,304,,"Managed Windows-based PaaS with IIS capabilities, automatic scaling, and patching.","Managed platform for hosting web apps, REST APIs and mobile backends in Azure.",https://drmigrate.blob.core.windows.net/drmimages/Azure.png
